orderNumber,productCode,quantityOrdered,priceEach,Thành tiền,orderLineNumber
10150.0,S32_3522,49.0,62.05,3040.45,4.0
10151.0,S24_2840,30.0,29.35,880.5,4.0
10152.0,S24_1444,25.0,49.13,1228.25,4.0
10153.0,S72_3212,50.0,51.87,2593.5,4.0
10155.0,S24_3949,44.0,58.69,2582.3599999999997,4.0
10157.0,S24_4278,33.0,66.65,2199.4500000000003,4.0
10159.0,S18_3482,25.0,129.35,3233.75,4.0
10160.0,S18_1889,38.0,70.84,2691.92,4.0
10161.0,S24_3191,20.0,72.77,1455.3999999999999,4.0
10162.0,S24_2022,43.0,38.98,1676.1399999999999,4.0
10163.0,S18_2957,48.0,59.96,2878.08,4.0
10164.0,S700_2824,39.0,86.99,3392.6099999999997,4.0
10165.0,S12_3148,34.0,123.89,4212.26,4.0
10167.0,S72_1253,40.0,42.71,1708.4,4.0
10168.0,S10_2016,27.0,97.53,2633.31,4.0
10169.0,S18_3482,36.0,136.7,4921.2,4.0
10170.0,S12_3380,47.0,116.27,5464.69,4.0
10171.0,S24_2972,36.0,34.74,1250.64,4.0
10172.0,S24_3432,22.0,87.81,1931.8200000000002,4.0
10173.0,S18_3320,29.0,90.28,2618.12,4.0
10174.0,S10_1949,34.0,207.87,7067.58,4.0
10175.0,S18_2319,48.0,101.87,4889.76,4.0
10176.0,S50_1514,38.0,52.14,1981.32,4.0
10177.0,S700_3505,44.0,88.15,3878.6000000000004,4.0
10178.0,S18_1662,42.0,127.73,5364.66,4.0
10179.0,S24_4278,27.0,66.65,1799.5500000000002,4.0
10180.0,S32_2206,34.0,33.39,1135.26,4.0
10181.0,S18_3685,39.0,137.04,5344.5599999999995,4.0
10182.0,S18_2795,21.0,135.0,2835.0,4.0
10183.0,S32_3522,49.0,52.36,2565.64,4.0
10184.0,S50_1392,45.0,92.6,4167.0,4.0
10185.0,S700_3505,37.0,99.17,3669.29,4.0
10186.0,S72_1253,28.0,42.71,1195.88,4.0
10187.0,S32_4289,31.0,61.22,1897.82,4.0
10188.0,S10_2016,38.0,111.8,4248.4,4.0
10190.0,S32_4485,42.0,89.8,3771.6,4.0
10191.0,S12_3990,30.0,70.22,2106.6,4.0
10192.0,S24_1046,37.0,72.02,2664.74,4.0
10193.0,S24_4258,20.0,92.52,1850.3999999999999,4.0
10194.0,S10_4962,26.0,134.44,3495.44,4.0
10195.0,S50_1392,49.0,97.23,4764.27,4.0
10196.0,S12_3891,38.0,147.07,5588.66,4.0
10197.0,S18_3029,46.0,83.44,3838.24,4.0
10198.0,S18_1662,42.0,149.81,6292.02,4.0
10200.0,S24_4278,39.0,70.28,2740.92,4.0
10201.0,S10_4698,49.0,191.72,9394.28,4.0
10202.0,S32_2206,27.0,33.39,901.53,4.0
10203.0,S18_1889,45.0,73.15,3291.7500000000005,4.0
10204.0,S18_1749,33.0,153.0,5049.0,4.0
10205.0,S24_2022,24.0,36.74,881.76,4.0
10206.0,S18_4668,21.0,45.78,961.38,4.0
10207.0,S24_1444,49.0,57.8,2832.2,4.0
10208.0,S700_3505,37.0,95.16,3520.92,4.0
10209.0,S700_2047,33.0,90.52,2987.16,4.0
10210.0,S24_2000,30.0,63.22,1896.6,4.0
10211.0,S18_3482,28.0,138.17,3868.7599999999998,4.0
10212.0,S24_3432,46.0,100.66,4630.36,4.0
10214.0,S18_2325,27.0,125.86,3398.22,4.0
10215.0,S18_2949,49.0,97.26,4765.740000000001,4.0
10217.0,S10_4962,48.0,132.97,6382.5599999999995,4.0
10219.0,S32_2509,35.0,47.62,1666.6999999999998,4.0
10220.0,S50_1514,30.0,56.82,1704.6,4.0
10221.0,S700_1938,23.0,69.29,1593.67,4.0
10222.0,S18_1662,49.0,137.19,6722.3099999999995,4.0
10223.0,S10_2016,47.0,110.61,5198.67,4.0
10224.0,S24_2360,37.0,60.26,2229.62,4.0
10225.0,S24_3856,40.0,130.6,5224.0,4.0
10226.0,S18_1589,38.0,108.26,4113.88,4.0
10227.0,S18_2795,29.0,146.81,4257.49,4.0
10249.0,S24_2841,20.0,54.81,1096.2,1.0
10229.0,S18_2319,26.0,104.32,2712.3199999999997,4.0
10230.0,S32_3207,46.0,59.03,2715.38,4.0
10232.0,S24_2011,46.0,113.06,5200.76,4.0
10234.0,S72_1253,40.0,45.69,1827.6,4.0
10235.0,S24_4278,40.0,63.03,2521.2,4.0
10237.0,S24_2360,26.0,62.33,1620.58,4.0
10238.0,S12_3990,20.0,73.42,1468.4,4.0
10239.0,S18_1889,46.0,70.07,3223.22,4.0
10241.0,S18_4933,30.0,62.72,1881.6,4.0
10244.0,S24_4258,40.0,97.39,3895.6,4.0
10245.0,S700_2824,44.0,81.93,3604.92,4.0
10246.0,S18_2238,40.0,144.08,5763.200000000001,4.0
10247.0,S50_1514,49.0,51.55,2525.95,4.0
10248.0,S700_2610,32.0,69.39,2220.48,4.0
10249.0,S24_3420,25.0,65.75,1643.75,2.0
10250.0,S18_2581,27.0,84.48,2280.96,4.0
10251.0,S10_4698,43.0,172.36,7411.4800000000005,4.0
10252.0,S18_4721,26.0,127.97,3327.22,4.0
10253.0,S18_1984,33.0,130.87,4318.71,4.0
10254.0,S18_2248,36.0,55.09,1983.2400000000002,4.0
10257.0,S24_4258,46.0,81.81,3763.26,4.0
10258.0,S18_4668,21.0,49.81,1046.01,4.0
10259.0,S12_4473,46.0,117.32,5396.719999999999,4.0
10260.0,S12_3891,44.0,169.56,7460.64,4.0
10261.0,S700_1138,34.0,64.0,2176.0,4.0
10262.0,S700_1691,40.0,87.69,3507.6,4.0
10263.0,S10_4698,41.0,193.66,7940.0599999999995,4.0
10264.0,S32_2206,20.0,39.02,780.4000000000001,4.0
10266.0,S18_3685,33.0,127.15,4195.95,4.0
10267.0,S24_3191,44.0,83.9,3691.6000000000004,4.0
10268.0,S18_2795,35.0,148.5,5197.5,4.0
10270.0,S700_2824,46.0,101.15,4652.900000000001,4.0
10271.0,S18_2238,50.0,147.36,7368.000000000001,4.0
10272.0,S50_1514,43.0,53.89,2317.27,4.0
10273.0,S10_4757,30.0,136.0,4080.0,4.0
10274.0,S72_1253,32.0,49.66,1589.12,4.0
10275.0,S10_2016,22.0,115.37,2538.1400000000003,4.0
10276.0,S12_3990,38.0,67.83,2577.54,4.0
10278.0,S18_3685,31.0,114.44,3547.64,4.0
10279.0,S24_3191,33.0,78.76,2599.0800000000004,4.0
10280.0,S18_3136,29.0,102.63,2976.27,4.0
10281.0,S18_2319,48.0,114.14,5478.72,4.0
10282.0,S12_3891,24.0,169.56,4069.44,4.0
10283.0,S18_3029,21.0,78.28,1643.88,4.0
10284.0,S32_4289,50.0,60.54,3027.0,4.0
10285.0,S32_4485,26.0,100.01,2600.26,4.0
10287.0,S18_1129,41.0,113.23,4642.43,4.0
10288.0,S18_2248,28.0,50.25,1407.0,4.0
10289.0,S24_2022,45.0,41.22,1854.8999999999999,4.0
10291.0,S10_4962,30.0,141.83,4254.900000000001,4.0
10292.0,S24_4048,27.0,113.55,3065.85,4.0
10293.0,S18_3140,24.0,110.64,2655.36,4.0
10295.0,S700_1138,26.0,62.0,1612.0,4.0
10296.0,S700_2466,24.0,96.73,2321.52,4.0
10297.0,S18_2581,25.0,81.95,2048.75,4.0
10299.0,S32_2206,24.0,36.21,869.04,4.0
10300.0,S24_3371,31.0,52.05,1613.55,4.0
10301.0,S18_1589,32.0,118.22,3783.04,4.0
10302.0,S24_2887,45.0,104.52,4703.4,4.0
10304.0,S18_4668,34.0,44.27,1505.18,4.0
10305.0,S18_2238,27.0,132.62,3580.7400000000002,4.0
10306.0,S700_3505,32.0,99.17,3173.44,4.0
10307.0,S72_1253,34.0,44.2,1502.8000000000002,4.0
10308.0,S24_2000,47.0,68.55,3221.85,4.0
10309.0,S12_2823,26.0,144.6,3759.6,4.0
10310.0,S24_2972,33.0,33.23,1096.59,4.0
10311.0,S24_2766,28.0,89.05,2493.4,4.0
10312.0,S18_2949,37.0,91.18,3373.6600000000003,4.0
10313.0,S24_2300,42.0,102.23,4293.66,4.0
10314.0,S12_3891,36.0,169.56,6104.16,4.0
10315.0,S700_3962,37.0,88.39,3270.43,4.0
10316.0,S700_1691,34.0,74.9,2546.6000000000004,4.0
10318.0,S10_2016,45.0,102.29,4603.05,4.0
10319.0,S18_3782,44.0,54.71,2407.2400000000002,4.0
10320.0,S12_3990,38.0,63.84,2425.92,4.0
10321.0,S24_3432,21.0,103.87,2181.27,4.0
10322.0,S24_2022,30.0,40.77,1223.1000000000001,4.0
10324.0,S32_3522,48.0,60.76,2916.48,4.0
10325.0,S50_1392,38.0,99.55,3782.9,4.0
10326.0,S24_2011,41.0,120.43,4937.63,4.0
10327.0,S72_3212,37.0,48.05,1777.85,4.0
10328.0,S24_4278,43.0,69.55,2990.65,4.0
10329.0,S24_2000,37.0,71.6,2649.2,4.0
10330.0,S18_4721,50.0,133.92,6695.999999999999,4.0
10331.0,S32_4485,32.0,100.01,3200.32,4.0
10332.0,S24_1046,23.0,61.73,1419.79,4.0
10333.0,S32_3522,33.0,62.05,2047.6499999999999,4.0
10334.0,S18_4600,49.0,101.71,4983.79,4.0
10336.0,S24_1444,45.0,49.71,2236.95,4.0
10337.0,S24_2011,29.0,119.2,3456.8,4.0
10339.0,S10_2016,40.0,117.75,4710.0,4.0
10340.0,S50_1341,40.0,37.09,1483.6000000000001,4.0
10341.0,S32_4485,31.0,95.93,2973.8300000000004,4.0
10342.0,S18_3232,30.0,167.65,5029.5,4.0
10343.0,S18_1589,36.0,109.51,3942.36,4.0
10344.0,S18_4409,21.0,80.99,1700.79,4.0
10346.0,S24_3969,22.0,38.57,848.54,4.0
10347.0,S18_4600,45.0,115.03,5176.35,4.0
10348.0,S12_3148,47.0,122.37,5751.39,4.0
10349.0,S24_1444,48.0,50.29,2413.92,4.0
10350.0,S700_1938,28.0,76.22,2134.16,4.0
10351.0,S24_3420,38.0,53.92,2048.96,4.0
10352.0,S72_1253,49.0,46.18,2262.82,4.0
10353.0,S700_2834,48.0,98.48,4727.04,4.0
10354.0,S12_2823,35.0,141.58,4955.3,4.0
10355.0,S24_2972,36.0,37.38,1345.68,4.0
10356.0,S50_4713,26.0,78.11,2030.86,4.0
10357.0,S18_3136,44.0,104.72,4607.68,4.0
10358.0,S24_2840,36.0,33.59,1209.2400000000002,4.0
10359.0,S50_1514,25.0,47.45,1186.25,4.0
10360.0,S24_3816,22.0,78.83,1734.26,4.0
10361.0,S700_1691,20.0,88.6,1772.0,4.0
10362.0,S10_4698,22.0,182.04,4004.8799999999997,4.0
10363.0,S12_3380,34.0,106.87,3633.58,4.0
10367.0,S18_2248,45.0,50.25,2261.25,4.0
10368.0,S24_3432,20.0,93.16,1863.1999999999998,4.0
10369.0,S18_3320,45.0,80.36,3616.2,4.0
10370.0,S10_4962,35.0,128.53,4498.55,4.0
10371.0,S12_4473,49.0,104.28,5109.72,4.0
10372.0,S12_3148,40.0,146.55,5862.0,4.0
10373.0,S18_1662,28.0,143.5,4018.0,4.0
10374.0,S18_2625,22.0,48.46,1066.1200000000001,4.0
10375.0,S32_4289,44.0,59.85,2633.4,4.0
10377.0,S18_1889,31.0,61.6,1909.6000000000001,4.0
10378.0,S18_3278,22.0,66.74,1468.28,4.0
10379.0,S18_3685,32.0,134.22,4295.04,4.0
10380.0,S24_1937,32.0,29.87,955.84,4.0
10381.0,S18_2957,40.0,51.22,2048.8,4.0
10382.0,S24_4258,33.0,97.39,3213.87,4.0
10383.0,S24_4048,21.0,117.1,2459.1,4.0
10384.0,S10_4757,34.0,129.2,4392.799999999999,4.0
10386.0,S72_3212,43.0,52.42,2254.06,4.0
10388.0,S10_1678,42.0,80.39,3376.38,4.0
10389.0,S12_1099,26.0,182.9,4755.400000000001,4.0
10390.0,S24_2360,35.0,67.87,2375.4500000000003,4.0
10391.0,S10_1949,24.0,195.01,4680.24,4.0
10393.0,S32_1268,38.0,84.75,3220.5,4.0
10394.0,S32_3207,30.0,55.93,1677.9,4.0
10395.0,S50_1392,46.0,98.39,4525.94,4.0
10396.0,S18_3259,24.0,91.76,2202.2400000000002,4.0
10397.0,S700_2610,22.0,62.88,1383.3600000000001,4.0
10398.0,S32_4289,22.0,60.54,1331.8799999999999,4.0
10399.0,S18_2625,30.0,51.48,1544.3999999999999,4.0
10400.0,S72_1253,20.0,41.71,834.2,4.0
10401.0,S24_4278,52.0,65.93,3428.3600000000006,4.0
10403.0,S24_2360,27.0,57.49,1552.23,4.0
10404.0,S12_3990,77.0,67.03,5161.31,4.0
10405.0,S18_1889,61.0,72.38,4415.179999999999,4.0
10407.0,S18_4933,66.0,64.14,4233.24,4.0
10410.0,S24_4258,50.0,95.44,4772.0,4.0
10411.0,S700_2824,34.0,89.01,3026.34,4.0
10412.0,S18_2238,41.0,150.63,6175.83,4.0
10413.0,S50_1514,51.0,53.31,2718.81,4.0
10414.0,S700_2610,31.0,61.44,1904.6399999999999,4.0
10415.0,S700_2047,32.0,73.32,2346.24,4.0
10416.0,S18_2581,15.0,70.96,1064.3999999999999,4.0
10417.0,S10_4698,56.0,162.67,9109.519999999999,4.0
10418.0,S18_4721,28.0,120.53,3374.84,4.0
10419.0,S18_1984,34.0,133.72,4546.48,4.0
10420.0,S18_2248,36.0,52.06,1874.16,4.0
10423.0,S24_4258,28.0,78.89,2208.92,4.0
10424.0,S18_4668,26.0,40.25,1046.5,4.0
10425.0,S12_4473,33.0,95.99,3167.6699999999996,4.0
10103.0,S18_4600,36.0,98.07,3530.5199999999995,5.0
10104.0,S24_4048,26.0,106.45,2767.7000000000003,5.0
10105.0,S700_1138,41.0,54.0,2214.0,5.0
10106.0,S32_4289,33.0,65.35,2156.5499999999997,5.0
10107.0,S10_2016,39.0,105.86,4128.54,5.0
10108.0,S24_3371,30.0,60.01,1800.3,5.0
10109.0,S18_3232,46.0,160.87,7400.02,5.0
10110.0,S24_3969,48.0,35.29,1693.92,5.0
10111.0,S18_1367,48.0,48.52,2328.96,5.0
10114.0,S24_2300,21.0,102.23,2146.83,5.0
10115.0,S12_4473,46.0,111.39,5123.94,5.0
10117.0,S18_3140,26.0,121.57,3160.8199999999997,5.0
10119.0,S24_3420,20.0,63.12,1262.3999999999999,5.0
10120.0,S24_2000,34.0,72.36,2460.24,5.0
10121.0,S10_1678,34.0,86.13,2928.42,5.0
10122.0,S24_3856,43.0,136.22,5857.46,5.0
10124.0,S18_2248,42.0,58.12,2441.04,5.0
10126.0,S18_4600,50.0,102.92,5146.0,5.0
10127.0,S18_4027,25.0,126.39,3159.75,5.0
10129.0,S700_1138,31.0,58.67,1818.77,5.0
10131.0,S24_2841,35.0,60.97,2133.95,5.0
10133.0,S24_1785,41.0,109.42,4486.22,5.0
10134.0,S10_2016,27.0,116.56,3147.12,5.0
10135.0,S12_3380,48.0,110.39,5298.72,5.0
10138.0,S18_2248,22.0,51.46,1132.1200000000001,5.0
10139.0,S18_3320,30.0,81.35,2440.5,5.0
10140.0,S18_4600,40.0,100.5,4020.0,5.0
10141.0,S12_4473,21.0,114.95,2413.9500000000003,5.0
10142.0,S72_3212,39.0,46.96,1831.44,5.0
10143.0,S700_4002,34.0,65.15,2215.1000000000004,5.0
10145.0,S12_2823,49.0,146.1,7158.9,5.0
10147.0,S12_3380,31.0,110.39,3422.09,5.0
10148.0,S24_3191,31.0,71.91,2229.21,5.0
10149.0,S18_2795,23.0,167.06,3842.38,5.0
10150.0,S12_1666,30.0,135.3,4059.0000000000005,5.0
10151.0,S32_2509,41.0,43.29,1774.8899999999999,5.0
10153.0,S24_2011,40.0,111.83,4473.2,5.0
10155.0,S18_1662,38.0,138.77,5273.26,5.0
10157.0,S24_1785,40.0,89.72,3588.8,5.0
10159.0,S18_3278,21.0,66.74,1401.54,5.0
10160.0,S12_4675,50.0,93.28,4664.0,5.0
10161.0,S24_1046,37.0,73.49,2719.1299999999997,5.0
10162.0,S24_1937,37.0,27.55,1019.35,5.0
10163.0,S24_4258,42.0,96.42,4049.64,5.0
10164.0,S32_3522,49.0,57.53,2818.9700000000003,5.0
10165.0,S50_1514,38.0,49.21,1869.98,5.0
10167.0,S700_2047,29.0,87.8,2546.2,5.0
10168.0,S18_2625,46.0,49.06,2256.76,5.0
10169.0,S18_3278,32.0,65.13,2084.16,5.0
10172.0,S24_1628,34.0,43.27,1471.18,5.0
10173.0,S18_1367,48.0,51.75,2484.0,5.0
10174.0,S18_2949,46.0,100.3,4613.8,5.0
10175.0,S18_3232,29.0,150.71,4370.59,5.0
10176.0,S18_4027,36.0,140.75,5067.0,5.0
10177.0,S700_3962,24.0,83.42,2002.08,5.0
10178.0,S24_2841,34.0,67.82,2305.8799999999997,5.0
10179.0,S24_1785,47.0,105.04,4936.88,5.0
10180.0,S50_4713,21.0,74.85,1571.85,5.0
10181.0,S18_1984,21.0,129.45,2718.45,5.0
10182.0,S24_2022,31.0,39.87,1235.97,5.0
10183.0,S12_1666,41.0,114.8,4706.8,5.0
10184.0,S18_2238,46.0,145.72,6703.12,5.0
10185.0,S700_3962,22.0,93.35,2053.7,5.0
10186.0,S700_2047,24.0,80.56,1933.44,5.0
10187.0,S50_1341,41.0,39.71,1628.1100000000001,5.0
10188.0,S18_2625,32.0,52.09,1666.88,5.0
10191.0,S18_3482,23.0,119.06,2738.38,5.0
10192.0,S24_3432,46.0,93.16,4285.36,5.0
10193.0,S18_3320,32.0,79.37,2539.84,5.0
10194.0,S18_4600,32.0,113.82,3642.24,5.0
10195.0,S18_2238,27.0,139.17,3757.5899999999997,5.0
10196.0,S12_1108,47.0,203.64,9571.08,5.0
10197.0,S24_3816,22.0,67.93,1494.46,5.0
10198.0,S24_2841,48.0,60.97,2926.56,5.0
10200.0,S24_1785,33.0,99.57,3285.81,5.0
10201.0,S10_2016,24.0,116.56,2797.44,5.0
10202.0,S50_4713,40.0,79.73,3189.2000000000003,5.0
10203.0,S12_4675,47.0,115.16,5412.5199999999995,5.0
10204.0,S18_4409,29.0,83.75,2428.75,5.0
10205.0,S24_1937,32.0,27.88,892.16,5.0
10206.0,S18_1097,34.0,115.5,3927.0,5.0
10207.0,S50_1392,28.0,106.49,2981.72,5.0
10208.0,S700_3962,33.0,95.34,3146.2200000000003,5.0
10209.0,S18_3856,20.0,97.4,1948.0,5.0
10210.0,S32_1374,46.0,84.91,3905.8599999999997,5.0
10211.0,S18_3278,35.0,73.17,2560.9500000000003,5.0
10212.0,S24_1628,45.0,43.27,1947.15,5.0
10214.0,S24_3969,44.0,38.57,1697.08,5.0
10215.0,S18_3136,49.0,89.01,4361.490000000001,5.0
10217.0,S18_4600,38.0,118.66,4509.08,5.0
10220.0,S18_4027,50.0,126.39,6319.5,5.0
10221.0,S18_3259,23.0,89.75,2064.25,5.0
10222.0,S24_2841,32.0,56.86,1819.52,5.0
10223.0,S18_2625,28.0,58.75,1645.0,5.0
10224.0,S32_4485,30.0,94.91,2847.2999999999997,5.0
10225.0,S18_1889,47.0,71.61,3365.67,5.0
10226.0,S18_2870,24.0,125.4,3009.6000000000004,5.0
10227.0,S24_2022,24.0,39.42,946.08,5.0
10249.0,S72_1253,32.0,49.16,1573.12,3.0
10229.0,S18_3232,22.0,157.49,3464.78,5.0
10230.0,S24_4048,45.0,99.36,4471.2,5.0
10232.0,S18_4522,23.0,78.12,1796.7600000000002,5.0
10234.0,S700_2047,29.0,83.28,2415.12,5.0
10235.0,S24_1785,23.0,89.72,2063.56,5.0
10237.0,S32_4485,27.0,94.91,2562.5699999999997,5.0
10238.0,S18_3482,49.0,144.05,7058.450000000001,5.0
10239.0,S12_4675,21.0,100.19,2103.99,5.0
10241.0,S24_2887,28.0,117.44,3288.3199999999997,5.0
10244.0,S18_3320,36.0,87.3,3142.7999999999997,5.0
10245.0,S32_3522,44.0,54.94,2417.3599999999997,5.0
10246.0,S12_4473,46.0,99.54,4578.84,5.0
10247.0,S18_4027,48.0,143.62,6893.76,5.0
10248.0,S24_3151,30.0,85.85,2575.5,5.0
10249.0,S700_2047,40.0,85.99,3439.6,4.0
10250.0,S24_4278,37.0,72.45,2680.65,5.0
10251.0,S10_2016,44.0,115.37,5076.280000000001,5.0
10252.0,S18_3782,31.0,50.36,1561.16,5.0
10253.0,S18_1129,26.0,130.22,3385.72,5.0
10254.0,S18_1749,49.0,137.7,6747.299999999999,5.0
10257.0,S18_3320,26.0,91.27,2373.02,5.0
10258.0,S18_1097,41.0,113.17,4639.97,5.0
10259.0,S24_2840,31.0,31.47,975.5699999999999,5.0
10260.0,S12_1108,46.0,180.79,8316.34,5.0
10261.0,S700_3505,25.0,89.15,2228.75,5.0
10262.0,S700_3167,27.0,64.8,1749.6,5.0
10263.0,S10_2016,40.0,107.05,4282.0,5.0
10264.0,S50_4713,47.0,67.53,3173.91,5.0
10266.0,S18_1984,49.0,139.41,6831.09,5.0
10267.0,S24_1046,40.0,72.02,2880.7999999999997,5.0
10268.0,S24_2022,40.0,36.29,1451.6,5.0
10270.0,S32_3522,21.0,52.36,1099.56,5.0
10271.0,S12_4473,31.0,99.54,3085.7400000000002,5.0
10272.0,S18_4027,25.0,126.39,3159.75,5.0
10273.0,S700_2610,42.0,57.82,2428.44,5.0
10274.0,S700_2047,24.0,75.13,1803.12,5.0
10275.0,S18_2625,37.0,52.09,1927.3300000000002,5.0
10276.0,S18_3482,30.0,139.64,4189.2,5.0
10278.0,S18_1984,29.0,118.07,3424.0299999999997,5.0
10279.0,S24_1046,32.0,68.35,2187.2,5.0
10280.0,S18_2957,43.0,54.34,2336.6200000000003,5.0
10281.0,S18_3232,25.0,135.47,3386.75,5.0
10282.0,S12_1108,41.0,176.63,7241.83,5.0
10283.0,S24_3816,33.0,77.15,2545.9500000000003,5.0
10284.0,S50_1341,33.0,35.78,1180.74,5.0
10285.0,S12_2823,49.0,131.04,6420.96,5.0
10287.0,S18_3232,36.0,137.17,4938.12,5.0
10288.0,S18_1749,32.0,168.3,5385.6,5.0
10291.0,S18_4600,48.0,96.86,4649.28,5.0
10292.0,S24_1444,40.0,48.55,1942.0,5.0
10293.0,S700_1938,29.0,77.95,2260.55,5.0
10295.0,S700_3505,34.0,93.16,3167.44,5.0
10296.0,S700_4002,47.0,61.44,2887.68,5.0
10297.0,S24_4278,23.0,71.73,1649.7900000000002,5.0
10299.0,S50_4713,44.0,77.29,3400.76,5.0
10300.0,S12_1099,33.0,184.84,6099.72,5.0
10301.0,S18_2870,22.0,113.52,2497.44,5.0
10302.0,S24_2766,49.0,75.42,3695.58,5.0
10304.0,S18_1097,46.0,106.17,4883.82,5.0
10305.0,S12_4473,38.0,107.84,4097.92,5.0
10306.0,S700_3962,30.0,87.39,2621.7,5.0
10307.0,S700_2047,34.0,81.47,2769.98,5.0
10308.0,S32_1374,24.0,99.89,2397.36,5.0
10309.0,S10_1678,41.0,94.74,3884.3399999999997,5.0
10310.0,S24_3856,45.0,139.03,6256.35,5.0
10311.0,S24_3191,25.0,85.61,2140.25,5.0
10312.0,S18_3136,38.0,93.2,3541.6,5.0
10313.0,S18_2432,34.0,52.87,1797.58,5.0
10314.0,S12_1108,38.0,176.63,6711.94,5.0
10315.0,S72_3212,40.0,51.32,2052.8,5.0
10316.0,S700_3167,48.0,77.6,3724.7999999999997,5.0
10318.0,S18_2625,42.0,49.67,2086.14,5.0
10319.0,S32_2206,29.0,35.0,1015.0,5.0
10320.0,S18_3482,25.0,139.64,3490.9999999999995,5.0
10321.0,S24_1628,48.0,42.76,2052.48,5.0
10322.0,S18_1367,41.0,44.21,1812.6100000000001,5.0
10324.0,S700_2824,34.0,80.92,2751.28,5.0
10325.0,S24_4048,44.0,114.73,5048.12,5.0
10326.0,S18_4522,50.0,73.73,3686.5,5.0
10327.0,S18_3029,25.0,74.84,1871.0,5.0
10328.0,S32_4289,24.0,57.1,1370.4,5.0
10329.0,S12_1099,41.0,182.9,7498.900000000001,5.0
10331.0,S50_4713,20.0,74.04,1480.8000000000002,5.0
10332.0,S24_1628,20.0,47.29,945.8,5.0
10333.0,S18_2949,31.0,95.23,2952.13,5.0
10334.0,S24_2300,42.0,117.57,4937.94,5.0
10336.0,S24_4048,31.0,113.55,3520.0499999999997,5.0
10337.0,S72_3212,42.0,49.14,2063.88,5.0
10339.0,S700_1138,22.0,53.34,1173.48,5.0
10340.0,S700_1691,30.0,73.99,2219.7,5.0
10341.0,S700_3167,34.0,70.4,2393.6000000000004,5.0
10342.0,S18_3278,25.0,76.39,1909.75,5.0
10343.0,S32_2206,29.0,37.41,1084.8899999999999,5.0
10344.0,S18_4933,26.0,68.42,1778.92,5.0
10346.0,S24_2887,24.0,117.44,2818.56,5.0
10347.0,S18_1097,42.0,113.17,4753.14,5.0
10348.0,S32_3522,31.0,62.7,1943.7,5.0
10349.0,S18_4027,34.0,140.75,4785.5,5.0
10350.0,S10_4757,26.0,110.16,2864.16,5.0
10351.0,S24_2841,25.0,64.4,1610.0000000000002,5.0
10353.0,S32_1374,46.0,86.9,3997.4,5.0
10354.0,S24_1578,21.0,96.92,2035.32,5.0
10355.0,S32_4485,40.0,93.89,3755.6,5.0
10356.0,S24_1937,48.0,31.86,1529.28,5.0
10357.0,S18_2957,49.0,59.34,2907.6600000000003,5.0
10358.0,S12_3148,49.0,129.93,6366.570000000001,5.0
10359.0,S12_3891,49.0,162.64,7969.36,5.0
10360.0,S700_1138,32.0,64.67,2069.44,5.0
10361.0,S700_2834,44.0,107.97,4750.68,5.0
10363.0,S12_3990,34.0,68.63,2333.42,5.0
10367.0,S18_2325,27.0,124.59,3363.9300000000003,5.0
10368.0,S24_2887,31.0,115.09,3567.79,5.0
10369.0,S18_3136,21.0,90.06,1891.26,5.0
10370.0,S18_2319,22.0,101.87,2241.1400000000003,5.0
10371.0,S24_2300,20.0,126.51,2530.2000000000003,5.0
10372.0,S18_3259,25.0,91.76,2294.0,5.0
10373.0,S18_3029,22.0,75.7,1665.4,5.0
10374.0,S10_2016,39.0,115.37,4499.43,5.0
10375.0,S50_1341,49.0,36.22,1774.78,5.0
10377.0,S12_3990,24.0,65.44,1570.56,5.0
10378.0,S18_1589,34.0,121.95,4146.3,5.0
10379.0,S18_2870,29.0,113.52,3292.08,5.0
10380.0,S24_2022,27.0,37.63,1016.0100000000001,5.0
10381.0,S18_3136,35.0,93.2,3262.0,5.0
10382.0,S18_2238,25.0,160.46,4011.5,5.0
10383.0,S32_2509,32.0,53.57,1714.24,5.0
10386.0,S18_3029,37.0,73.12,2705.44,5.0
10388.0,S10_2016,50.0,118.94,5947.0,5.0
10389.0,S18_2625,39.0,52.09,2031.5100000000002,5.0
10390.0,S24_2972,37.0,35.87,1327.1899999999998,5.0
10391.0,S18_2432,44.0,57.73,2540.12,5.0
10393.0,S32_3522,31.0,63.35,1963.8500000000001,5.0
10394.0,S18_3232,22.0,135.47,2980.34,5.0
10396.0,S18_4522,45.0,83.38,3752.1,5.0
10397.0,S700_1938,32.0,69.29,2217.28,5.0
10398.0,S50_1341,49.0,38.84,1903.16,5.0
10399.0,S12_2823,29.0,123.51,3581.79,5.0
10400.0,S700_2047,46.0,82.37,3789.0200000000004,5.0
10401.0,S24_1785,38.0,87.54,3326.5200000000004,5.0
10403.0,S32_4485,45.0,88.78,3995.1,5.0
10404.0,S18_3482,28.0,127.88,3580.64,5.0
10405.0,S12_4675,97.0,115.16,11170.52,5.0
10407.0,S24_2887,59.0,98.65,5820.35,5.0
10410.0,S18_3320,44.0,81.35,3579.3999999999996,5.0
10411.0,S32_3522,27.0,60.76,1640.52,5.0
10412.0,S12_4473,54.0,100.73,5439.42,5.0
10413.0,S18_4027,49.0,133.57,6544.929999999999,5.0
10414.0,S24_3151,60.0,72.58,4354.8,5.0
10415.0,S18_3856,51.0,86.81,4427.31,5.0
10416.0,S24_4278,48.0,70.28,3373.44,5.0
